t,at_risk,events,censored,S,S_lo,S_hi
4.872777777777777,121,1,0,0.21201413427561727,0.17834053983996093,0.24568772871127362
4.8775,120,1,0,0.21024734982332047,0.17667678356682137,0.24381791607981956
4.898333333333333,119,1,0,0.20848056537102366,0.1750139775259418,0.24194715321610552
4.920555555555556,118,1,0,0.20671378091872686,0.17335213060210095,0.24007543123535277
4.920833333333333,117,1,0,0.20494699646643005,0.17169125187469483,0.23820274105816527
4.997222222222222,116,1,0,0.20318021201413325,0.17003135062345676,0.23632907340480974
5.051111111111111,115,1,0,0.20141342756183644,0.16837243633440052,0.23445441878927237
5.073333333333333,114,1,0,0.19964664310953964,0.16671451870599757,0.2325787675130817
5.127222222222223,113,1,0,0.19787985865724284,0.16505760765559918,0.2307021096588865
5.169444444444444,112,1,0,0.19611307420494603,0.1634017133261155,0.22882443508377656
5.267777777777778,111,1,0,0.19434628975264923,0.16174684609296497,0.22694573341233348
5.274166666666667,110,1,0,0.19257950530035242,0.1600930165713065,0.22506599402939834
5.3375,109,1,0,0.19081272084805562,0.1584402356235693,0.22318520607254194
5.3597222222222225,108,1,0,0.18904593639575878,0.15678851436729535,0.22130335842422222
5.402222222222222,107,1,0,0.18727915194346198,0.15513786418331038,0.21942043970361358
5.467777777777778,106,1,0,0.18551236749116518,0.15348829672424052,0.21753643825808983
5.469444444444444,105,1,0,0.18374558303886837,0.15183982392339232,0.21565134215434442
5.498055555555555,104,1,0,0.18197879858657157,0.15019245800401587,0.21376513916912726
5.503611111111111,103,1,0,0.18021201413427476,0.14854621148897101,0.2118778167795785
5.524166666666667,102,1,0,0.17844522968197796,0.1469010972108181,0.20998936215313782
5.554166666666666,101,1,0,0.17667844522968115,0.145257128322357,0.20809976213700532
5.6177777777777775,100,1,0,0.17491166077738435,0.14361431830763835,0.20620900324713035
5.623055555555555,99,1,0,0.17314487632508754,0.1419726809934736,0.2043170716567015
5.673611111111111,98,1,0,0.17137809187279074,0.14033223056147132,0.20242395318411016
5.675,97,1,0,0.16961130742049393,0.13869298156063015,0.20052963328035772
5.7652777777777775,96,1,0,0.16784452296819713,0.13705494892051956,0.1986340970158747
5.803888888888889,95,1,0,0.16607773851590032,0.13541814796508286,0.1967373290667178
5.888333333333334,94,1,0,0.16431095406360352,0.1337825944270985,0.19483931370010854
5.900833333333333,93,1,0,0.16254416961130672,0.13214830446333867,0.19294003475927476
5.911388888888889,92,1,0,0.16077738515900988,0.13051529467046655,0.19103947564755322
5.973055555555556,91,1,0,0.15901060070671308,0.1288835821017172,0.18913761931170897
5.983611111111111,90,1,0,0.15724381625441627,0.12725318428440918,0.18723444822442337
6.046666666666667,89,1,0,0.15547703180211947,0.12562411923833922,0.18532994436589972
6.0525,88,1,0,0.15371024734982267,0.12399640549511354,0.1834240892045318
6.0925,87,1,0,0.15194346289752586,0.12237006211847651,0.1815168636765752
6.105277777777777,86,1,0,0.15017667844522906,0.12074510872569921,0.1796082481647589
6.126111111111111,85,1,0,0.14840989399293225,0.11912156551009676,0.17769822247576775
6.131388888888889,84,1,0,0.14664310954063545,0.1174994532647483,0.17578676581652258
6.140555555555555,83,1,0,0.14487632508833864,0.11587879340749903,0.17387385676917827
6.166388888888889,82,1,0,0.14310954063604184,0.1142596080073303,0.17195947326475336
6.2825,81,1,0,0.141342756183745,0.11264191981219045,0.17004359255529958
6.348333333333334,80,1,0,0.1395759717314482,0.11102575227838687,0.16812619118450953
6.416666666666667,79,1,0,0.1378091872791514,0.10941112960164764,0.16620724495665515
6.429444444444444,78,1,0,0.1360424028268546,0.10779807674997048,0.16428672890373872
6.570833333333334,77,1,0,0.1342756183745578,0.10618661949838673,0.16236461725072884
6.628333333333333,76,1,0,0.13250883392226095,0.10457678446577856,0.16044088337874335
6.684444444444445,75,1,0,0.13074204946996415,0.10296859915390014,0.15851549978602816
6.808888888888889,74,1,0,0.12897526501766735,0.10136209198876626,0.15658843804656844
6.935555555555555,73,1,0,0.1272084805653705,0.09975729236458691,0.1546596687661541
6.955277777777778,72,1,0,0.1254416961130737,0.09815423069044221,0.1527291615357052
6.975555555555555,71,1,0,0.1236749116607769,0.09655293843990975,0.15079688488164406
7.054444444444444,70,1,0,0.1219081272084801,0.09495344820387652,0.14886280621308368
7.145,69,1,0,0.1201413427561833,0.09335579374678912,0.14692689176557747
7.159722222222222,68,1,0,0.11837455830388649,0.0917600100666206,0.14498910654115238
7.192222222222222,67,1,0,0.11660777385158967,0.09016613345885861,0.14304941424432074
7.220555555555555,66,1,0,0.11484098939929285,0.08857420158485088,0.14110777721373483
7.243888888888889,65,1,0,0.11307420494699605,0.08698425354487602,0.13916415634911608
7.275555555555556,64,1,0,0.11130742049469923,0.08539632995634655,0.1372185110330519
7.294444444444444,63,1,0,0.10954063604240243,0.08381047303759245,0.1352707990472124
7.331111111111111,62,1,0,0.10777385159010561,0.08222672669772035,0.13332097648249086
7.3375,61,1,0,0.10600706713780879,0.08064513663309708,0.1313689976425205
7.392777777777778,60,1,0,0.10424028268551197,0.07906575043106523,0.1294148149399587
7.421111111111111,59,1,0,0.10247349823321517,0.07748861768156574,0.12745837878486457
7.435833333333333,58,1,0,0.10070671378091835,0.07591379009741833,0.12549963746441836
7.474722222222222,57,1,0,0.09893992932862153,0.07434132164409638,0.12353853701314668
7.509166666666666,56,1,0,0.09717314487632471,0.07277126867993028,0.12157502107271914
7.623611111111111,55,1,0,0.09540636042402789,0.07120369010778388,0.1196090307402719
7.638888888888889,54,1,0,0.09363957597173109,0.06963864753937465,0.11764050440408752
7.643611111111111,53,1,0,0.09187279151943427,0.06807620547355266,0.11566937756531588
7.653888888888889,52,1,0,0.09010600706713745,0.06651643149001744,0.11369558264425746
7.770833333333333,51,1,0,0.08833922261484063,0.06495939646014215,0.11171904876953911
7.775277777777778,50,1,0,0.08657243816254381,0.06340517477679092,0.10973970154829671
8.169166666666667,49,1,0,0.084805653710247,0.06185384460526734,0.10775746281522665
8.186944444444444,48,1,0,0.08303886925795018,0.060305488157822,0.10577225035807836
