label,fam,fam_quelle,kdate,datum_quelle,cohort
OECDEquityMar15Agent,oecd-equity,seite,Mar15,labelname,oecd-equity|Mar15
OECDEquityMar21Agent,oecd-equity,seite,Mar21,labelname,oecd-equity|Mar21
OECDEquityMar31Team,oecd-equity,seite,Mar31,labelname,oecd-equity|Mar31
OECDEquityMay09Agent,oecd-equity,seite,May09,labelname,oecd-equity|May09
OECDEquityMay17Agent,oecd-equity,seite,May17,labelname,oecd-equity|May17
OECDEquityMay24Agent,oecd-equity,seite,May24,labelname,oecd-equity|May24
OECDEquityOct04Agent,oecd-equity,seite,Oct04,labelname,oecd-equity|Oct04
OECDEquityOct04Researcher,oecd-equity,stichwort,Oct04,labelname,oecd-equity|Oct04
OECDEquityOct15Peer,oecd-equity,seite,Oct15,labelname,oecd-equity|Oct15
OECDJan02Observer,oecd-equity,seite,Jan02,labelname,oecd-equity|Jan02
OECDJan22Agent,oecd-equity,seite,Jan22,labelname,oecd-equity|Jan22
OECDJul10Research,oecd-equity,seite,Jul10,labelname,oecd-equity|Jul10
OECDJul24Observer,oecd-equity,seite,Jul24,labelname,oecd-equity|Jul24
OECDJun05Scout,oecd-equity,seite,Jun05,labelname,oecd-equity|Jun05
OECDJun11Helper,oecd-equity,seite,Jun11,labelname,oecd-equity|Jun11
OECDJun26PrecisionScout,oecd-equity,seite,Jun26,labelname,oecd-equity|Jun26
OECDMay14Helper,oecd-equity,seite,May14,labelname,oecd-equity|May14
OECDMay14Scout,oecd-equity,seite,May14,labelname,oecd-equity|May14
OECDMay24Agent,oecd-equity,seite,May24,labelname,oecd-equity|May24
OECDNov12Agent,oecd-equity,seite,Nov12,labelname,oecd-equity|Nov12
OECDNov22R1781921290521770054,oecd-equity,seite,Nov22,labelname,oecd-equity|Nov22
OECDNov22R1781926719370621895,oecd-equity,seite,Nov22,labelname,oecd-equity|Nov22
OECDNov22R1781927242438387788,oecd-equity,seite,Nov22,labelname,oecd-equity|Nov22
OECDNov22Researcher,oecd-equity,seite,Nov22,labelname,oecd-equity|Nov22
OECDReaderJul23,ihme-cvd-deaths,seite,Jul23,labelname,ihme-cvd-deaths|Jul23
OECDResearchAug10,oecd-equity,seite,Aug10,labelname,oecd-equity|Aug10
OECDResearchGuest2,oecd-equity,seite,Mar21,signatur,oecd-equity|Mar21
OaiHelper,datausa-grocery-workforce,stichwort,,keine,
OaiResearchJuneSevenX,datausa-clothing-workforce,seite,Nov26,signatur,datausa-clothing-workforce|Nov26
OaiResearcher,datausa-grocery-workforce,seite,Jun10,signatur,datausa-grocery-workforce|Jun10
OaiResearcher2720,,keine,,keine,
OaiResearcher5112,,keine,,keine,
ObserverTmpY,oecd-equity,seite,,keine,
Oct01FinanceWatcher,datausa-finance-gender-gap,stichwort,Oct01,labelname,datausa-finance-gender-gap|Oct01
Oct03CVDScout,ihme-cvd-deaths,seite,Oct03,labelname,ihme-cvd-deaths|Oct03
Oct07OECDScout,oecd-equity,seite,Oct07,labelname,oecd-equity|Oct07
Oct12FinanceWatcher,datausa-finance-gender-gap,seite,Oct12,labelname,datausa-finance-gender-gap|Oct12
Oct16MaidsWatcher,datausa-maids-wage,seite,Oct16,labelname,datausa-maids-wage|Oct16
Oct16ResearchAgent,,keine,Oct16,labelname,
Oct18Helper,datausa-construction-workforce,seite,Oct18,labelname,datausa-construction-workforce|Oct18
Oct21LangHelper,,keine,Oct21,labelname,
Oct21LanguageHelper,datausa-language-french,seite,Oct21,labelname,datausa-language-french|Oct21
Oct22OECDHelper,,keine,Oct22,labelname,
Oct24OECDScout,oecd-equity,seite,Oct24,labelname,oecd-equity|Oct24
Oct25PovertyWatcher,datausa-poverty-county,seite,Oct25,labelname,datausa-poverty-county|Oct25
Oct27VeteranWatcherB,nyc-veterans,seite,Oct27,labelname,nyc-veterans|Oct27
Oct28GroceryHelper,datausa-grocery-workforce,seite,Oct28,labelname,datausa-grocery-workforce|Oct28
OecdEquityAgent,oecd-equity,seite,,keine,
OmegaHelper,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAI,,keine,,keine,
OpenAI1781634475,datausa-maids-wage,stichwort,,keine,
OpenAI1781634584,datausa-maids-wage,stichwort,,keine,
OpenAI1781634691,datausa-finance-gender-gap,seite,Feb02,signatur,datausa-finance-gender-gap|Feb02
OpenAIAgent252336,datausa-sector61-state,seite,,keine,
OpenAIAgent289910,datausa-sector61-state,stichwort,Jan25,signatur,datausa-sector61-state|Jan25
OpenAIAgent305586,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIApr01Scout,datausa-occupation-salary-61-62,seite,Apr01,labelname,datausa-occupation-salary-61-62|Apr01
OpenAIApr09Watcher,datausa-police-wage-age,seite,Apr09,labelname,datausa-police-wage-age|Apr09
OpenAIApr10Scout,datausa-occupation-salary-61-62,seite,Apr10,labelname,datausa-occupation-salary-61-62|Apr10
OpenAIApr15Watcher,datausa-maids-wage,seite,Apr15,labelname,datausa-maids-wage|Apr15
OpenAIApr26FPScout,ihme-family-planning,seite,Apr26,labelname,ihme-family-planning|Apr26
OpenAIApr30SchoolScout,datausa-occupation-salary-61-62,seite,Apr30,labelname,datausa-occupation-salary-61-62|Apr30
OpenAIArchiveJun19,datausa-occupation-salary-61-62,stichwort,Jun19,labelname,datausa-occupation-salary-61-62|Jun19
OpenAIAsianJun21Scout,datausa-enrollment-asian,seite,Jun21,labelname,datausa-enrollment-asian|Jun21
OpenAIAug02FPScoutB,ihme-family-planning,seite,Aug02,labelname,ihme-family-planning|Aug02
OpenAIAug09CVD,ihme-cvd-deaths,seite,Aug09,labelname,ihme-cvd-deaths|Aug09
OpenAIAug14Fast,,keine,Aug14,labelname,
OpenAIAug19FPScout,ihme-family-planning,seite,Aug19,labelname,ihme-family-planning|Aug19
OpenAIAug21ConstructionX,datausa-construction-workforce,seite,Aug21,labelname,datausa-construction-workforce|Aug21
OpenAIAug23Police,datausa-police-wage-age,stichwort,Aug23,labelname,datausa-police-wage-age|Aug23
OpenAIAug24ArchiveWatch,datausa-grocery-workforce,seite,Aug24,labelname,datausa-grocery-workforce|Aug24
OpenAIAug24SectorAgent,datausa-sector61-state,seite,Aug24,labelname,datausa-sector61-state|Aug24
OpenAIAug27CVD,,keine,Aug27,labelname,
OpenAIAugTwoScout,,keine,,keine,
OpenAIBot,vermont-rent,seite,,keine,
OpenAIBridgeWindow10,,keine,,keine,
OpenAIC72Prep,,keine,,keine,
OpenAICVDApr01,ihme-cvd-deaths,seite,Apr01,labelname,ihme-cvd-deaths|Apr01
OpenAICVDAug04,ihme-cvd-deaths,seite,Aug04,labelname,ihme-cvd-deaths|Aug04
OpenAICVDDec08Fast2028,ihme-cvd-deaths,stichwort,Dec08,labelname,ihme-cvd-deaths|Dec08
OpenAICVDFeb26Fast,ihme-cvd-deaths,seite,Feb26,labelname,ihme-cvd-deaths|Feb26
OpenAICVDNov21,ihme-cvd-deaths,seite,Nov21,labelname,ihme-cvd-deaths|Nov21
OpenAICite,vermont-rent,seite,,keine,
OpenAIClimateOct01,alaska-climate,seite,Oct01,labelname,alaska-climate|Oct01
OpenAIClothingApr30Late,datausa-clothing-workforce,seite,Apr30,labelname,datausa-clothing-workforce|Apr30
OpenAIClothingMar29X,datausa-clothing-workforce,seite,Mar29,labelname,datausa-clothing-workforce|Mar29
OpenAIClothingOct01X,datausa-clothing-workforce,seite,Oct01,labelname,datausa-clothing-workforce|Oct01
OpenAIConstructionAgent,datausa-construction-workforce,stichwort,,keine,
OpenAIConstructionApr30A2,datausa-construction-workforce,seite,Apr30,labelname,datausa-construction-workforce|Apr30
OpenAIConstructionApr30Agent,datausa-construction-workforce,seite,Apr30,labelname,datausa-construction-workforce|Apr30
OpenAIConstructionNov18Agent,datausa-construction-workforce,seite,Nov18,labelname,datausa-construction-workforce|Nov18
OpenAIConstructionOct07Agent,datausa-construction-workforce,seite,Oct07,labelname,datausa-construction-workforce|Oct07
OpenAIConstructionSep11X,datausa-construction-workforce,seite,Sep11,labelname,datausa-construction-workforce|Sep11
OpenAIDataAfricaAug13,dataafrica-rainfed-crops,seite,Aug13,labelname,dataafrica-rainfed-crops|Aug13
OpenAIDataAfricaNov27,dataafrica-rainfed-crops,seite,Nov27,labelname,dataafrica-rainfed-crops|Nov27
OpenAIDataBridge,datausa-clothing-workforce,seite,Jan29,signatur,datausa-clothing-workforce|Jan29
OpenAIDataHelperDec5,datausa-grocery-workforce,seite,,keine,
OpenAIDataUSAOccJul18,datausa-occupation-salary-61-62,seite,Jul18,labelname,datausa-occupation-salary-61-62|Jul18
OpenAIDec01Researcher,datausa-clothing-workforce,seite,Dec01,labelname,datausa-clothing-workforce|Dec01
OpenAIDec04Equity,oecd-equity,seite,Dec04,labelname,oecd-equity|Dec04
OpenAIDec07Cashier,oecd-regional-co2,seite,Dec07,labelname,oecd-regional-co2|Dec07
OpenAIDec07Police,datausa-police-wage-age,seite,Dec07,labelname,datausa-police-wage-age|Dec07
OpenAIDec09PovertyWatcher,datausa-poverty-county,seite,Dec09,labelname,datausa-poverty-county|Dec09
OpenAIDec10Helper,datausa-enrollment-asian,seite,Dec10,labelname,datausa-enrollment-asian|Dec10
OpenAIDec11ConstructionX,datausa-construction-workforce,seite,Dec11,labelname,datausa-construction-workforce|Dec11
OpenAIDec14A3,datausa-construction-workforce,seite,Dec14,labelname,datausa-construction-workforce|Dec14
OpenAIDec14AsianScout,datausa-enrollment-asian,seite,Dec14,labelname,datausa-enrollment-asian|Dec14
OpenAIDec16Smoking,ihme-smoking,seite,Dec16,labelname,ihme-smoking|Dec16
OpenAIDec17ConstructionX,datausa-cashiers-masters,seite,Dec17,labelname,datausa-cashiers-masters|Dec17
OpenAIDec21Scout,datausa-police-wage-age,seite,Dec21,labelname,datausa-police-wage-age|Dec21
OpenAIDec22Police,datausa-police-wage-age,seite,Dec22,labelname,datausa-police-wage-age|Dec22
OpenAIDec23Police,,keine,Dec23,labelname,
OpenAIDec23Police2,datausa-police-wage-age,seite,Dec23,labelname,datausa-police-wage-age|Dec23
OpenAIDec24FPScout,ihme-family-planning,seite,Dec24,labelname,ihme-family-planning|Dec24
OpenAIDec27X2,datausa-sector61-state,seite,Dec27,labelname,datausa-sector61-state|Dec27
OpenAIDec28Police,datausa-police-wage-age,seite,Dec28,labelname,datausa-police-wage-age|Dec28
OpenAIElPasoDecSeven,datausa-elpaso-foreign-born,seite,,keine,
OpenAIElPasoJul23X,datausa-elpaso-foreign-born,seite,Jul23,labelname,datausa-elpaso-foreign-born|Jul23
OpenAIEquityApr30Scout,oecd-household-income,seite,Apr30,labelname,oecd-household-income|Apr30
OpenAIExact931497,datausa-sector61-state,stichwort,,keine,
OpenAIFPResearchSep05,ihme-family-planning,seite,Sep05,labelname,ihme-family-planning|Sep05
OpenAIFeb12SectorAgent,datausa-sector61-state,seite,Feb12,labelname,datausa-sector61-state|Feb12
OpenAIFeb13Fast,,keine,Feb13,labelname,
OpenAIFeb13Fast6m,datausa-cashiers-masters,seite,Feb13,labelname,datausa-cashiers-masters|Feb13
OpenAIFeb20Cashier2027,datausa-cashiers-masters,seite,Feb20,labelname,datausa-cashiers-masters|Feb20
OpenAIFeb21OECD,oecd-equity,seite,Feb21,labelname,oecd-equity|Feb21
OpenAIFeb23Construction,datausa-construction-workforce,seite,Feb23,labelname,datausa-construction-workforce|Feb23
OpenAIFeb25Construction,datausa-construction-workforce,seite,Feb25,labelname,datausa-construction-workforce|Feb25
OpenAIFeb26Construction,datausa-construction-workforce,seite,Feb26,labelname,datausa-construction-workforce|Feb26
OpenAIFeb26OECD,oecd-equity,seite,Feb26,labelname,oecd-equity|Feb26
OpenAIFeb28A3,datausa-construction-workforce,seite,Feb28,labelname,datausa-construction-workforce|Feb28
OpenAIFeb28A3X,datausa-construction-workforce,seite,Feb28,labelname,datausa-construction-workforce|Feb28
OpenAIFeb28ArchiveScout2,datausa-construction-workforce,seite,Feb28,labelname,datausa-construction-workforce|Feb28
OpenAIFeb28Equity,oecd-equity,seite,Feb28,labelname,oecd-equity|Feb28
OpenAIFeb28HorizonProbe,datausa-construction-workforce,seite,Feb28,labelname,datausa-construction-workforce|Feb28
OpenAIFeb28Watcher,datausa-construction-workforce,seite,Feb28,labelname,datausa-construction-workforce|Feb28
OpenAIFeb28WatcherX,datausa-construction-workforce,seite,Feb28,labelname,datausa-construction-workforce|Feb28
OpenAIFebScoutAlphaLumen,datausa-occupation-salary-61-62,seite,,keine,
OpenAIFebScoutPineNova,datausa-occupation-salary-61-62,seite,,keine,
OpenAIFebScoutTerraFalcon,datausa-occupation-salary-61-62,seite,,keine,
OpenAIFebScoutVioletBravo,datausa-occupation-salary-61-62,seite,Feb17,signatur,datausa-occupation-salary-61-62|Feb17
OpenAIFebScoutYarrowJade,datausa-occupation-salary-61-62,seite,,keine,
OpenAIFebSevenScout,oecd-equity,seite,Mar31,signatur,oecd-equity|Mar31
OpenAIFebSeventeenScout,datausa-occupation-salary-61-62,seite,,keine,
OpenAIFlatheadResearcher,datausa-cashiers-masters,seite,Nov16,signatur,datausa-cashiers-masters|Nov16
OpenAIFlatheadResearcherJan,datausa-poverty-state,stichwort,,keine,
OpenAIFuelJan01Scout,fuel-poverty-ni,seite,Jan01,labelname,fuel-poverty-ni|Jan01
OpenAIFuelMay17,fuel-poverty-ni,seite,May17,labelname,fuel-poverty-ni|May17
OpenAIFuelSep23,fuel-poverty-ni,seite,Sep23,labelname,fuel-poverty-ni|Sep23
OpenAIGroceryApr22,datausa-grocery-workforce,seite,Apr22,labelname,datausa-grocery-workforce|Apr22
OpenAIHELLO,,keine,,keine,
OpenAIHealthdataCVDAug16,ihme-cvd-deaths,seite,Aug16,labelname,ihme-cvd-deaths|Aug16
OpenAIHealthdataCVDFeb05,ihme-cvd-deaths,seite,Feb05,labelname,ihme-cvd-deaths|Feb05
OpenAIHealthdataCVDFeb09,ihme-cvd-deaths,seite,Feb09,labelname,ihme-cvd-deaths|Feb09
OpenAIHealthdataCVDJan31,ihme-cvd-deaths,seite,Jan31,labelname,ihme-cvd-deaths|Jan31
OpenAIHealthdataCVDJun26,ihme-cvd-deaths,seite,Jun26,labelname,ihme-cvd-deaths|Jun26
OpenAIHealthdataCVDMar06,ihme-cvd-deaths,seite,Mar06,labelname,ihme-cvd-deaths|Mar06
OpenAIHealthdataCVDMar27,ihme-cvd-deaths,seite,Mar27,labelname,ihme-cvd-deaths|Mar27
OpenAIHealthdataCVDMay12,ihme-cvd-deaths,seite,May12,labelname,ihme-cvd-deaths|May12
OpenAIHealthdataCVDMay30,ihme-cvd-deaths,seite,May30,labelname,ihme-cvd-deaths|May30
OpenAIHealthdataCVDNov01,ihme-cvd-deaths,seite,Nov01,labelname,ihme-cvd-deaths|Nov01
OpenAIHealthdataCVDNov03,ihme-cvd-deaths,seite,Nov03,labelname,ihme-cvd-deaths|Nov03
OpenAIHealthdataCVDSep24,ihme-cvd-deaths,seite,Sep24,labelname,ihme-cvd-deaths|Sep24
OpenAIHealthdataCVDSept08,ihme-cvd-deaths,seite,Sep08,selbstnennung,ihme-cvd-deaths|Sep08
OpenAIHealthdataCVDSept21,ihme-cvd-deaths,seite,,keine,
OpenAIHealthdataCVDSept27,ihme-cvd-deaths,seite,,keine,
OpenAIHealthdataMay22,ihme-cvd-deaths,seite,May22,labelname,ihme-cvd-deaths|May22
OpenAIHelper,datausa-poverty-county,stichwort,,keine,
OpenAIHelper1781639209505,datausa-clothing-workforce,stichwort,,keine,
OpenAIHelper1967,vermont-rent,seite,,keine,
OpenAIHelper262,,keine,,keine,
OpenAIHelper4710024478,datausa-clothing-workforce,stichwort,,keine,
OpenAIHelper5357,datausa-cashiers-masters,seite,Oct17,signatur,datausa-cashiers-masters|Oct17
OpenAIHelper662,,keine,,keine,
OpenAIHelper778001,,keine,,keine,
OpenAIHelper7822287570,datausa-construction-workforce,seite,Nov09,signatur,datausa-construction-workforce|Nov09
OpenAIHelperApr11,datausa-finance-gender-gap,seite,Apr11,labelname,datausa-finance-gender-gap|Apr11
OpenAIHelperApr17,datausa-transport-production,seite,Apr17,labelname,datausa-transport-production|Apr17
OpenAIHelperApr18,datausa-language-french,seite,Apr18,labelname,datausa-language-french|Apr18
OpenAIHelperAug27,datausa-construction-workforce,seite,Aug27,labelname,datausa-construction-workforce|Aug27
OpenAIHelperDec23X,datausa-construction-workforce,seite,Dec23,labelname,datausa-construction-workforce|Dec23
OpenAIHelperExactMA,datausa-occupation-salary-61-62,stichwort,,keine,
OpenAIHelperFeb21X,datausa-enrollment-asian,seite,Feb21,labelname,datausa-enrollment-asian|Feb21
OpenAIHelperFinal1781808652,,keine,,keine,
OpenAIHelperFinal1781808674,,keine,,keine,
OpenAIHelperJul14X,,keine,Jul14,labelname,
OpenAIHelperJul18X,datausa-clothing-workforce,seite,Jul18,labelname,datausa-clothing-workforce|Jul18
OpenAIHelperJun01,datausa-grocery-workforce,seite,Jun01,labelname,datausa-grocery-workforce|Jun01
OpenAIHelperJun01X,datausa-language-french,seite,Jun01,labelname,datausa-language-french|Jun01
OpenAIHelperJun03,datausa-sector61-state,seite,Jun03,labelname,datausa-sector61-state|Jun03
OpenAIHelperJun22X,datausa-poverty-state,stichwort,Jun22,labelname,datausa-poverty-state|Jun22
OpenAIHelperJunOne,datausa-grocery-workforce,seite,,keine,
OpenAIHelperJune,,keine,,keine,
OpenAIHelperJune28,,keine,,keine,
OpenAIHelperMar10,,keine,Mar10,labelname,
OpenAIHelperMar28X,datausa-sector61-state,seite,Mar28,labelname,datausa-sector61-state|Mar28
OpenAIHelperMarTen,datausa-maids-wage,seite,,keine,
OpenAIHelperMay15,datausa-transport-production,seite,May15,labelname,datausa-transport-production|May15
OpenAIHelperMay16,datausa-sector61-state,stichwort,May16,labelname,datausa-sector61-state|May16
OpenAIHelperMayEleven,datausa-grocery-workforce,seite,Mar28,signatur,datausa-grocery-workforce|Mar28
OpenAIHelperNov13X,datausa-clothing-workforce,seite,Nov13,labelname,datausa-clothing-workforce|Nov13
OpenAIHelperNov17X,datausa-clothing-workforce,seite,Nov17,labelname,datausa-clothing-workforce|Nov17
OpenAIHelperNov18,datausa-construction-workforce,seite,Nov18,labelname,datausa-construction-workforce|Nov18
OpenAIHelperNov22X,dataafrica-rainfed-crops,seite,Nov22,labelname,dataafrica-rainfed-crops|Nov22
OpenAIHelperNov26X,datausa-transport-production,seite,Nov26,labelname,datausa-transport-production|Nov26
OpenAIHelperNova,datausa-clothing-workforce,seite,Nov25,signatur,datausa-clothing-workforce|Nov25
OpenAIHelperOct13Lang,datausa-language-french,seite,Oct13,labelname,datausa-language-french|Oct13
OpenAIHelperOct20X,datausa-language-french,seite,Oct20,labelname,datausa-language-french|Oct20
OpenAIHelperOct23X,datausa-clothing-workforce,seite,Oct23,labelname,datausa-clothing-workforce|Oct23
OpenAIHelperSep03,datausa-language-french,seite,Sep03,labelname,datausa-language-french|Sep03
OpenAIHelperSep23X,datausa-enrollment-asian,seite,Sep23,labelname,datausa-enrollment-asian|Sep23
OpenAIHelperSep25Z97235,,keine,Sep25,labelname,
OpenAIHelperSep26X,datausa-language-french,seite,Sep26,labelname,datausa-language-french|Sep26
OpenAIHelperTest92837,datausa-sector61-state,seite,Jul21,signatur,datausa-sector61-state|Jul21
OpenAIHelperX,datausa-finance-gender-gap,seite,Nov19,signatur,datausa-finance-gender-gap|Nov19
OpenAIHelperXYZ,,keine,,keine,
OpenAIIvyAug12Helper,datausa-ivy-tuition,seite,Aug12,labelname,datausa-ivy-tuition|Aug12
OpenAIIvyAug19Helper,,keine,Aug19,labelname,
OpenAIIvyFeb22Helper,datausa-ivy-tuition,seite,Feb22,labelname,datausa-ivy-tuition|Feb22
OpenAIIvyNov18Helper,datausa-ivy-tuition,seite,Nov18,labelname,datausa-ivy-tuition|Nov18
OpenAIIvySep30Helper,datausa-ivy-tuition,seite,Sep30,labelname,datausa-ivy-tuition|Sep30
OpenAIJan01Cohort,datausa-sector61-state,seite,Jan01,labelname,datausa-sector61-state|Jan01
OpenAIJan04ConstructionAgent,datausa-finance-gender-gap,stichwort,Jan04,labelname,datausa-finance-gender-gap|Jan04
OpenAIJan05Construction,datausa-construction-workforce,seite,Jan05,labelname,datausa-construction-workforce|Jan05
OpenAIJan06,datausa-cashiers-masters,seite,Jan06,labelname,datausa-cashiers-masters|Jan06
OpenAIJan06Police,datausa-police-wage-age,seite,Jan06,labelname,datausa-police-wage-age|Jan06
OpenAIJan07,ihme-cvd-deaths,seite,Jan07,labelname,ihme-cvd-deaths|Jan07
OpenAIJan07CVD,ihme-cvd-deaths,stichwort,Jan07,labelname,ihme-cvd-deaths|Jan07
OpenAIJan08Runner,datausa-clothing-workforce,seite,Jan08,labelname,datausa-clothing-workforce|Jan08
OpenAIJan09FP,,keine,Jan09,labelname,
OpenAIJan09Sprint,datausa-grocery-workforce,seite,Jan09,labelname,datausa-grocery-workforce|Jan09
OpenAIJan11Agent,datausa-finance-gender-gap,seite,Jan11,labelname,datausa-finance-gender-gap|Jan11
OpenAIJan12Observer,datausa-maids-wage,seite,Jan12,labelname,datausa-maids-wage|Jan12
OpenAIJan13AsianScout,datausa-enrollment-asian,seite,Jan13,labelname,datausa-enrollment-asian|Jan13
OpenAIJan18Scout,ihme-cvd-deaths,seite,Jan18,labelname,ihme-cvd-deaths|Jan18
OpenAIJan20ConstructionX,datausa-construction-workforce,seite,Jan20,labelname,datausa-construction-workforce|Jan20
OpenAIJan21ConstructionX,datausa-construction-workforce,seite,Jan21,labelname,datausa-construction-workforce|Jan21
OpenAIJan24,,keine,Jan24,labelname,
OpenAIJan25FPScout,ihme-family-planning,seite,Jan25,labelname,ihme-family-planning|Jan25
OpenAIJan25Scout,ihme-cvd-deaths,seite,Jan25,labelname,ihme-cvd-deaths|Jan25
OpenAIJan26FPScout,ihme-family-planning,seite,Jan26,labelname,ihme-family-planning|Jan26
OpenAIJan27AsianScout,datausa-enrollment-asian,seite,Jan27,labelname,datausa-enrollment-asian|Jan27
OpenAIJan27Watcher,datausa-police-wage-age,seite,Jan27,labelname,datausa-police-wage-age|Jan27
OpenAIJan29ClothingX,datausa-clothing-workforce,seite,Jan29,labelname,datausa-clothing-workforce|Jan29
OpenAIJan30Researcher,datausa-clothing-workforce,seite,Jan30,labelname,datausa-clothing-workforce|Jan30
OpenAIJan30Watcher,datausa-clothing-workforce,seite,Jan30,labelname,datausa-clothing-workforce|Jan30
OpenAIJoe,vermont-rent,seite,,keine,
OpenAIJoe88,,keine,,keine,
OpenAIJul01LangX,datausa-language-french,seite,Jul01,labelname,datausa-language-french|Jul01
OpenAIJul01SLP,datausa-slp-ethnicity,seite,Jul01,labelname,datausa-slp-ethnicity|Jul01
OpenAIJul03Police,datausa-police-wage-age,seite,Jul03,labelname,datausa-police-wage-age|Jul03
OpenAIJul05Police,,keine,Jul05,labelname,
OpenAIJul06X,,keine,Jul06,labelname,
OpenAIJul08Cashier,datausa-cashiers-masters,seite,Jul08,labelname,datausa-cashiers-masters|Jul08
OpenAIJul08IvyHelper,datausa-ivy-tuition,seite,Jul08,labelname,datausa-ivy-tuition|Jul08
OpenAIJul08IvyWatcher,datausa-maids-wage,seite,Jul08,labelname,datausa-maids-wage|Jul08
OpenAIJul09CVD,ihme-cvd-deaths,seite,Jul09,labelname,ihme-cvd-deaths|Jul09
OpenAIJul09ConstructionAgent,oecd-equity,seite,Jul09,labelname,oecd-equity|Jul09
OpenAIJul13Research,,keine,Jul13,labelname,
OpenAIJul14GroceryX,datausa-grocery-workforce,seite,Jul14,labelname,datausa-grocery-workforce|Jul14
OpenAIJul14Helper,datausa-clothing-workforce,seite,Jul14,labelname,datausa-clothing-workforce|Jul14
OpenAIJul20FPScout,ihme-family-planning,seite,Jul20,labelname,ihme-family-planning|Jul20
OpenAIJul21CVD,ihme-cvd-deaths,stichwort,Jul21,labelname,ihme-cvd-deaths|Jul21
OpenAIJul21OECDScout,oecd-equity,seite,Jul21,labelname,oecd-equity|Jul21
OpenAIJul26Construction,,keine,Jul26,labelname,
OpenAIJul26ConstructionX,datausa-construction-workforce,seite,Jul26,labelname,datausa-construction-workforce|Jul26
OpenAIJul27Runner,datausa-clothing-workforce,seite,Jul27,labelname,datausa-clothing-workforce|Jul27
OpenAIJul28Observer,datausa-grocery-workforce,seite,Jul28,labelname,datausa-grocery-workforce|Jul28
OpenAIJul31Police,datausa-police-wage-age,seite,Jul31,labelname,datausa-police-wage-age|Jul31
OpenAIJul8Watcher,datausa-construction-workforce,seite,Oct19,signatur,datausa-construction-workforce|Oct19
OpenAIJulSignalBeta,,keine,,keine,
OpenAIJulThreeWatcher,datausa-maids-wage,seite,Feb02,signatur,datausa-maids-wage|Feb02
OpenAIJun07Agent,datausa-sector61-state,seite,Jun07,labelname,datausa-sector61-state|Jun07
OpenAIJun10Cohort,datausa-sector61-state,seite,Jun10,labelname,datausa-sector61-state|Jun10
OpenAIJun11Cohort,datausa-clothing-workforce,seite,Jun11,labelname,datausa-clothing-workforce|Jun11
OpenAIJun12Climate,alaska-climate,seite,Jun12,labelname,alaska-climate|Jun12
OpenAIJun15Construction,datausa-construction-workforce,seite,Jun15,labelname,datausa-construction-workforce|Jun15
OpenAIJun15GroceryX,datausa-grocery-workforce,seite,Jun15,labelname,datausa-grocery-workforce|Jun15
OpenAIJun20SlowWatcher,datausa-construction-workforce,stichwort,Jun20,labelname,datausa-construction-workforce|Jun20
OpenAIJun23Helper,datausa-ivy-tuition,seite,Jun23,labelname,datausa-ivy-tuition|Jun23
OpenAIJun23Watcher,datausa-cashiers-masters,seite,Jun23,labelname,datausa-cashiers-masters|Jun23
OpenAIJun24Research,,keine,Jun24,labelname,
OpenAIJun27SDGScout,sdg-index-score,seite,Jun27,labelname,sdg-index-score|Jun27
OpenAIJun28Cloth,datausa-clothing-workforce,seite,Jun28,labelname,datausa-clothing-workforce|Jun28
OpenAIJun30FPScout,ihme-family-planning,seite,Jun30,labelname,ihme-family-planning|Jun30
OpenAIJune25Helper,datausa-clothing-workforce,seite,Sep05,signatur,datausa-clothing-workforce|Sep05
OpenAIJuneFast,,keine,Jun24,signatur,
OpenAIMar02OECDScout,oecd-equity,seite,Mar02,labelname,oecd-equity|Mar02
OpenAIMar04FP,ihme-family-planning,seite,Mar04,labelname,ihme-family-planning|Mar04
OpenAIMar07A3,datausa-construction-workforce,seite,Mar07,labelname,datausa-construction-workforce|Mar07
OpenAIMar10CVD,ihme-cvd-deaths,seite,Mar10,labelname,ihme-cvd-deaths|Mar10
OpenAIMar12FPScout,ihme-family-planning,seite,Mar12,labelname,ihme-family-planning|Mar12
OpenAIMar13FPScout,ihme-family-planning,seite,Mar13,labelname,ihme-family-planning|Mar13
OpenAIMar14RunnerX,datausa-clothing-workforce,seite,Mar14,labelname,datausa-clothing-workforce|Mar14
OpenAIMar19B8DC,datausa-construction-workforce,seite,Mar19,labelname,datausa-construction-workforce|Mar19
OpenAIMar24EarlyFPScout,ihme-family-planning,seite,Mar24,labelname,ihme-family-planning|Mar24
OpenAIMar24FPScout,ihme-family-planning,seite,Mar24,labelname,ihme-family-planning|Mar24
OpenAIMar30OccupationWatcher,datausa-occupation-salary-61-62,seite,Mar30,labelname,datausa-occupation-salary-61-62|Mar30
OpenAIMar31Scout,datausa-police-wage-age,seite,Mar31,labelname,datausa-police-wage-age|Mar31
OpenAIMass2026,datausa-cashiers-bachelors,seite,,keine,
OpenAIMassL901,,keine,,keine,
OpenAIMay03CVDScout,ihme-cvd-deaths,seite,May03,labelname,ihme-cvd-deaths|May03
OpenAIMay04FPScout,ihme-family-planning,seite,May04,labelname,ihme-family-planning|May04
OpenAIMay08Scout,datausa-police-wage-age,seite,May08,labelname,datausa-police-wage-age|May08
