label,fam,fam_quelle,kdate,datum_quelle,cohort
ResearchHelperZ932,,keine,,keine,
ResearchHelperZZZ,datausa-poverty-state,stichwort,,keine,
ResearchHelperZed,datausa-poverty-state,stichwort,,keine,
ResearchHelperZeroTen,,keine,,keine,
ResearchLinkHelper,,keine,,keine,
ResearchLinkVerifier,,keine,,keine,
ResearchLinks,datausa-finance-gender-gap,stichwort,,keine,
ResearchMD,,keine,,keine,
ResearchMapperJuneX,datausa-poverty-state,stichwort,,keine,
ResearchMapperZT,,keine,,keine,
ResearchMaster,,keine,,keine,
ResearchMinnDigit928Q,,keine,,keine,
ResearchNavigationHelperJX934,,keine,,keine,
ResearchNew1,datausa-poverty-state,stichwort,,keine,
ResearchNova4076292,,keine,,keine,
ResearchNova6133307,,keine,,keine,
ResearchNova6347616,,keine,,keine,
ResearchNova7334973,,keine,,keine,
ResearchObserverJun22Y,,keine,Jun22,labelname,
ResearchObserverJun25,datausa-poverty-state,stichwort,Jun25,labelname,datausa-poverty-state|Jun25
ResearchObserverXYZ,datausa-cashiers-masters,seite,May10,signatur,datausa-cashiers-masters|May10
ResearchOpenData,,keine,,keine,
ResearchPersonGG,,keine,,keine,
ResearchPlanner77,,keine,,keine,
ResearchPrepAgentX,datausa-clothing-workforce,seite,Aug27,signatur,datausa-clothing-workforce|Aug27
ResearchPrepAgentY,datausa-maids-wage,seite,Sep18,selbstnennung,datausa-maids-wage|Sep18
ResearchPrepAssistantX999,,keine,,keine,
ResearchPrepX2027,datausa-occupation-salary-61-62,stichwort,,keine,
ResearchPrepX2027B,datausa-sector61-state,seite,,keine,
ResearchProbeX,datausa-poverty-county,seite,Feb02,signatur,datausa-poverty-county|Feb02
ResearchPumaIncome67421,,keine,,keine,
ResearchQux,,keine,,keine,
ResearchReader,,keine,,keine,
ResearchReaderAug07,datausa-occupation-salary-61-62,stichwort,Aug07,labelname,datausa-occupation-salary-61-62|Aug07
ResearchReaderDec05X,datausa-slp-ethnicity,seite,Dec05,labelname,datausa-slp-ethnicity|Dec05
ResearchReaderJul23,datausa-cashiers-masters,seite,Jul23,labelname,datausa-cashiers-masters|Jul23
ResearchReaderJun22,oecd-equity,seite,Jun22,labelname,oecd-equity|Jun22
ResearchReaderMN,,keine,,keine,
ResearchReaderMay28,oecd-equity,seite,May28,labelname,oecd-equity|May28
ResearchReaderOct28,,keine,Oct28,labelname,
ResearchReaderX,datausa-clothing-workforce,seite,Jan14,signatur,datausa-clothing-workforce|Jan14
ResearchReaderXY,,keine,,keine,
ResearchScratchAgentXy9,,keine,,keine,
ResearchTempABCZZ,,keine,,keine,
ResearchTest,,keine,,keine,
ResearchTesterDec30,,keine,Dec30,labelname,
ResearchTesterX,vermont-rent,seite,,keine,
ResearchTexasJune,vermont-rent,seite,,keine,
ResearchTmpBridge777,,keine,,keine,
ResearchTmpUserABC,vermont-rent,seite,,keine,
ResearchTmpUserY,,keine,,keine,
ResearchTxtReader27007,,keine,,keine,
ResearchUser,,keine,,keine,
ResearchUserA,,keine,,keine,
ResearchUserABC,,keine,,keine,
ResearchUserCTX693,,keine,,keine,
ResearchUserCTX719,,keine,,keine,
ResearchUserTempCTX,,keine,,keine,
ResearchUserXYZ,datausa-poverty-state,stichwort,,keine,
ResearchUserZ2,,keine,,keine,
ResearchValidXYZQ9,datausa-poverty-state,stichwort,,keine,
ResearchViewer,datausa-language-french,seite,Jun13,signatur,datausa-language-french|Jun13
ResearchViewerX,datausa-occupation-salary-61-62,stichwort,,keine,
ResearchVisitor,datausa-cashiers-bachelors,seite,,keine,
ResearchVisitorAZ,,keine,,keine,
ResearcherABC,,keine,,keine,
ResearcherBlueOct,vermont-rent,seite,,keine,
ResearcherHHS,vermont-rent,seite,,keine,
ResearcherJunTX,datausa-poverty-state,stichwort,,keine,
ResearcherK,,keine,,keine,
ResearcherLCDLUtilities2026,,keine,,keine,
ResearcherLibrary,,keine,,keine,
ResearcherLibrary2,,keine,,keine,
ResearcherQuill77,,keine,,keine,
ResearcherTemp,,keine,,keine,
ResearcherTesting,,keine,,keine,
ResearcherTouch638831,datausa-grocery-workforce,seite,,keine,
ResearcherValidXYZQ,datausa-poverty-state,stichwort,,keine,
ResearcherX,,keine,,keine,
ResearcherZedY,,keine,,keine,
ResearcherZero928,,keine,,keine,
ResolveAgent991,,keine,,keine,
ResolverCountyLink,,keine,,keine,
RevQuick,datausa-grocery-workforce,seite,Nov08,signatur,datausa-grocery-workforce|Nov08
RevQuick2,datausa-grocery-workforce,seite,Feb28,signatur,datausa-grocery-workforce|Feb28
RevisionScoutOAI,datausa-grocery-workforce,seite,Oct27,signatur,datausa-grocery-workforce|Oct27
RobustAgentX,,keine,,keine,
RootBridgeHelper0,vermont-rent,seite,,keine,
RootConnect,,keine,,keine,
RootEng,vermont-rent,seite,,keine,
RootHelperNew,datausa-poverty-state,stichwort,,keine,
RugbyArchiveResearchHelper,vermont-rent,seite,,keine,
SandboxVisitor359,,keine,,keine,
SaveTester,,keine,,keine,
SecAgent85,,keine,,keine,
SecAgentNoExpire,,keine,,keine,
SecDataHelperMA,,keine,,keine,
SecStartEditor,vermont-rent,seite,,keine,
SectorAgentApr10OAI,datausa-sector61-state,seite,Apr10,labelname,datausa-sector61-state|Apr10
SectorAgentApr15OAI,,keine,Apr15,labelname,
SectorAgentApr24OAI,datausa-sector61-state,seite,Apr24,labelname,datausa-sector61-state|Apr24
SectorAgentAug20OAI,datausa-sector61-state,seite,Aug20,labelname,datausa-sector61-state|Aug20
SectorAgentAug21OAI,datausa-sector61-state,seite,Aug21,labelname,datausa-sector61-state|Aug21
SectorAgentAug25X,datausa-sector61-state,seite,Aug25,labelname,datausa-sector61-state|Aug25
SectorAgentDec25X,datausa-sector61-state,seite,Dec25,labelname,datausa-sector61-state|Dec25
SectorAgentFeb16OAI,datausa-sector61-state,seite,Feb16,labelname,datausa-sector61-state|Feb16
SectorAgentFeb25Current,datausa-sector61-state,seite,Feb25,labelname,datausa-sector61-state|Feb25
SectorAgentFeb25OAI,datausa-sector61-state,seite,Feb25,labelname,datausa-sector61-state|Feb25
SectorAgentJan18OAI,datausa-sector61-state,seite,Jan18,labelname,datausa-sector61-state|Jan18
SectorAgentJan22OAI,datausa-sector61-state,seite,Jan22,labelname,datausa-sector61-state|Jan22
SectorAgentJun15,datausa-sector61-state,seite,Jun15,labelname,datausa-sector61-state|Jun15
SectorAgentJun20X,datausa-sector61-state,seite,Jun20,labelname,datausa-sector61-state|Jun20
SectorAgentJun25OAI,datausa-transport-production,seite,Jun25,labelname,datausa-transport-production|Jun25
SectorAgentMar20OAI,datausa-sector61-state,seite,Mar20,labelname,datausa-sector61-state|Mar20
SectorAgentMar21OAI,datausa-sector61-state,seite,Mar21,labelname,datausa-sector61-state|Mar21
SectorAgentMarTen,datausa-sector61-state,seite,,keine,
SectorAgentMay02OAI,datausa-sector61-state,seite,May02,labelname,datausa-sector61-state|May02
SectorAgentMay07Live,datausa-sector61-state,seite,May07,labelname,datausa-sector61-state|May07
SectorAgentMay24OAI,datausa-sector61-state,seite,May24,labelname,datausa-sector61-state|May24
SectorAgentNov16OAI,datausa-sector61-state,seite,Nov16,labelname,datausa-sector61-state|Nov16
SectorAgentNov27OAI,datausa-sector61-state,seite,Nov27,labelname,datausa-sector61-state|Nov27
SectorAgentOct21OAI,datausa-sector61-state,seite,Oct21,labelname,datausa-sector61-state|Oct21
SectorAgentOct25OAI,datausa-sector61-state,seite,Oct25,labelname,datausa-sector61-state|Oct25
SectorAgentOct27OAI,datausa-sector61-state,seite,Oct27,labelname,datausa-sector61-state|Oct27
SectorAgentSep19OAI,datausa-sector61-state,seite,Sep19,labelname,datausa-sector61-state|Sep19
SectorAgentSep21OAI,datausa-sector61-state,seite,Sep21,labelname,datausa-sector61-state|Sep21
SectorAgentSep22OAI,datausa-sector61-state,seite,Sep22,labelname,datausa-sector61-state|Sep22
SectorReaderMar21,datausa-language-french,seite,Mar21,labelname,datausa-language-french|Mar21
Sep09FPResearcher,ihme-family-planning,seite,Sep09,labelname,ihme-family-planning|Sep09
Sep09TransportHelper,datausa-transport-production,seite,Sep09,labelname,datausa-transport-production|Sep09
Sep10Scout,vermont-rent,seite,Sep10,labelname,vermont-rent|Sep10
Sep13OECDScout,oecd-equity,seite,Sep13,labelname,oecd-equity|Sep13
Sep13WatcherX027322,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX122906,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX126027,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX130676,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX141643,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX142635,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX251445,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX351400,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX372849,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX454423,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX486766,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX534450,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX546854,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX572601,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX616631,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX696664,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX722945,datausa-clothing-workforce,seite,Sep13,labelname,datausa-clothing-workforce|Sep13
Sep13WatcherX744971,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep13WatcherX928874,datausa-poverty-county,seite,Sep13,labelname,datausa-poverty-county|Sep13
Sep14OECDScout,oecd-equity,seite,Sep14,labelname,oecd-equity|Sep14
Sep15SequenceWatcher,datausa-poverty-county,seite,Sep15,labelname,datausa-poverty-county|Sep15
Sep17OECDScout,oecd-equity,seite,Sep17,labelname,oecd-equity|Sep17
Sep18ConstructionAgent,datausa-cashiers-bachelors,seite,Sep18,labelname,datausa-cashiers-bachelors|Sep18
Sep19OECDAgent,oecd-equity,seite,Sep19,labelname,oecd-equity|Sep19
Sep20ConstructionWatcher,datausa-construction-workforce,seite,Sep20,labelname,datausa-construction-workforce|Sep20
Sep21WageScout,datausa-construction-wage,seite,Sep21,labelname,datausa-construction-wage|Sep21
Sep22ClothingObserver,datausa-clothing-workforce,seite,Sep22,labelname,datausa-clothing-workforce|Sep22
Sep22OECD,oecd-equity,seite,Sep22,labelname,oecd-equity|Sep22
Sep23VeteranAgent,nyc-veterans,stichwort,Sep23,labelname,nyc-veterans|Sep23
Sep24CVDScout,ihme-cvd-deaths,seite,Sep24,labelname,ihme-cvd-deaths|Sep24
Sep26ClothingAgent,datausa-clothing-workforce,seite,Sep26,labelname,datausa-clothing-workforce|Sep26
Sep26WageAgent,datausa-poverty-county,seite,Sep26,labelname,datausa-poverty-county|Sep26
Sep27OECDScout,oecd-equity,seite,Sep27,labelname,oecd-equity|Sep27
SepTenOECDScout,,keine,,keine,
SequenceHelperFeb,datausa-sector61-state,seite,,keine,
SequenceWatcherFeb15,datausa-grocery-workforce,seite,Feb15,labelname,datausa-grocery-workforce|Feb15
SourceHelper1819273,vermont-rent,seite,,keine,
SourceHelper685660,,keine,,keine,
SourceHelper7301019,vermont-rent,seite,,keine,
SourceHelperNewRoute,,keine,,keine,
SourceXYYZZ,,keine,,keine,
StartRegexAgent,vermont-rent,seite,,keine,
StartSEC565,vermont-rent,seite,,keine,
StartSEC973,vermont-rent,seite,,keine,
StateLookupOct1,datausa-sector61-state,stichwort,,keine,
StateLookupPersistent,vermont-rent,seite,,keine,
StateSequenceHelperOAI,datausa-sector61-state,seite,Dec18,signatur,datausa-sector61-state|Dec18
StateSequenceResearcher,datausa-sector61-state,seite,Mar28,signatur,datausa-sector61-state|Mar28
TXCitationResearch,datausa-poverty-state,stichwort,,keine,
TXDataHelperNewX,datausa-poverty-state,stichwort,,keine,
TXFinalResearchAgent,datausa-poverty-state,stichwort,,keine,
TXHelperAgentQ,datausa-poverty-state,stichwort,,keine,
TXPovResearch23,vermont-rent,seite,,keine,
TXResearchHelper117140,datausa-poverty-state,stichwort,,keine,
TXStatusHelper446686,datausa-poverty-state,stichwort,,keine,
TakeStartFormatSEC,vermont-rent,seite,,keine,
TbResearchUserZX2,,keine,,keine,
TempResearch,,keine,,keine,
TempResearchLinksZ,vermont-rent,seite,,keine,
TempXPublic,,keine,,keine,
TemplateHelper,,keine,,keine,
TempleResearchHelperNew,,keine,,keine,
TemporaryResearchSandboxCCpD,,keine,,keine,
Test,vermont-rent,seite,,keine,
TestAgent,,keine,,keine,
TestAgent111,vermont-rent,seite,,keine,
TestAgentFoo,vermont-rent,seite,,keine,
TestAgentKQ730,,keine,,keine,
TestAgentMay08,datausa-clothing-workforce,seite,May08,labelname,datausa-clothing-workforce|May08
TestAgentXYZ,,keine,,keine,
TestAgentZulu,,keine,,keine,
TestBotZZZ,,keine,,keine,
TestCooksHelper,,keine,,keine,
TestD,,keine,,keine,
TestDataHelper927,,keine,,keine,
TestFoo,vermont-rent,seite,,keine,
TestNameAlphaBeta,,keine,,keine,
TestNameAlphaBetaGamma,,keine,,keine,
TestOK,,keine,,keine,
TestQuintABC,,keine,,keine,
TestReadOnly123,,keine,,keine,
TestResearchABC,datausa-poverty-state,stichwort,,keine,
TestResearcher,,keine,,keine,
TestResearcherXYZ,datausa-clothing-workforce,seite,Jul15,signatur,datausa-clothing-workforce|Jul15
TestUser,oecd-household-income,seite,,keine,
TestUser889,datausa-poverty-county,seite,,keine,
TestUserABC,vermont-rent,seite,,keine,
TestUserAbc776,,keine,,keine,
TestUserAbc779,,keine,,keine,
TestUserJunX,vermont-rent,seite,,keine,
TestUserName,,keine,,keine,
TestUserXYZ,datausa-construction-workforce,seite,Jun29,signatur,datausa-construction-workforce|Jun29
TestUserZZ,,keine,,keine,
TestUserZZ99,,keine,,keine,
TestVisitorABC,,keine,,keine,
TestX22,,keine,,keine,
TesterABC,,keine,,keine,
TesterABCXYZ,,keine,,keine,
TesterAlpha,,keine,,keine,
TesterFoo493,,keine,,keine,
TestingCountyResearcher,,keine,,keine,
TestingLinksMABot,,keine,,keine,
TestingOpenAILinksX,,keine,,keine,
TexasHelperAgent993,datausa-poverty-state,stichwort,,keine,
TexasHelperAug17,datausa-poverty-state,stichwort,Aug17,labelname,datausa-poverty-state|Aug17
TexasPovertyHelperABC,datausa-poverty-state,stichwort,,keine,
TexasPovertyHelperX,datausa-poverty-state,stichwort,,keine,
TexasResearchAgent,datausa-poverty-state,stichwort,,keine,
TexasResearchHelper,datausa-poverty-state,stichwort,,keine,
TexasResearchUpdate,datausa-poverty-state,stichwort,,keine,
TexasWikiHelper,,keine,,keine,
ThirdNoPlus,,keine,,keine,
Thread42Helper,datausa-grocery-workforce,seite,,keine,
Thread42e0CurrentAgent,,keine,,keine,
Thread42e0ResearchApr16,,keine,Apr16,labelname,
Thread42e0ResearchApr16X1781638452029,,keine,Apr16,labelname,
TimingResearcherJul18,,keine,Jul18,labelname,
TinyBot1423,datausa-grocery-workforce,seite,Oct01,signatur,datausa-grocery-workforce|Oct01
TmpAgentCites1780170235,,keine,,keine,
TmpAgentLink,,keine,,keine,
TmpCleanup651038973,vermont-rent,seite,,keine,
TmpLinkResearchZZ,,keine,,keine,
TmpOurPlaceAgent,datausa-poverty-state,stichwort,,keine,
TmpUTmp320029199,,keine,,keine,
TmpUser,,keine,,keine,
TrailScout4,,keine,,keine,
TransformAgentOO16,datausa-poverty-state,stichwort,,keine,
TransformAgentOO69,,keine,,keine,
TranslationHelper,,keine,,keine,
TransportAgentMarNineteen,datausa-transport-production,seite,Mar19,signatur,datausa-transport-production|Mar19
TransportHelperAug05OAI,datausa-transport-production,seite,Aug05,labelname,datausa-transport-production|Aug05
TransportHelperAug23,datausa-transport-production,seite,Aug23,labelname,datausa-transport-production|Aug23
TransportHelperAug27OAI,datausa-transport-production,seite,Aug27,labelname,datausa-transport-production|Aug27
TransportHelperAug29X,datausa-transport-production,seite,Aug29,labelname,datausa-transport-production|Aug29
TransportHelperDec08OAI,datausa-transport-production,seite,Dec08,labelname,datausa-transport-production|Dec08
TransportHelperJul22OAI,datausa-transport-production,seite,Jul22,labelname,datausa-transport-production|Jul22
TransportHelperJun09X,datausa-transport-production,seite,Jun09,labelname,datausa-transport-production|Jun09
TransportHelperJun10X,,keine,Jun10,labelname,
TransportHelperJun11B,datausa-transport-production,seite,Jun11,labelname,datausa-transport-production|Jun11
TransportHelperJun30,datausa-transport-production,seite,Jun30,labelname,datausa-transport-production|Jun30
TransportHelperMar15,datausa-transport-production,seite,Mar15,labelname,datausa-transport-production|Mar15
TransportHelperMar20,datausa-transport-production,seite,Mar20,labelname,datausa-transport-production|Mar20
TransportHelperMar28OAI,datausa-transport-production,seite,Mar28,labelname,datausa-transport-production|Mar28
TransportHelperNov04,datausa-transport-production,seite,Nov04,labelname,datausa-transport-production|Nov04
TransportHelperNov30OAI,datausa-transport-production,seite,Nov30,labelname,datausa-transport-production|Nov30
TransportHelperOct12,datausa-transport-production,seite,Oct12,labelname,datausa-transport-production|Oct12
TransportResearchJun11,datausa-transport-production,seite,Jun11,labelname,datausa-transport-production|Jun11
TransportSep02Agent,datausa-transport-production,seite,Sep02,labelname,datausa-transport-production|Sep02
TrialAgentZZ,,keine,,keine,
TrialResearch,,keine,,keine,
TuitionResearchHelper,datausa-ivy-tuition,seite,,keine,
UNAIDSSequenceResearcherNov2,unaids-bosnia-hiv,seite,,keine,
USResearchXAOYl,,keine,,keine,
UltraMDHelper,,keine,,keine,
UniqFresh,,keine,,keine,
UniqueCookAgentZZ,,keine,,keine,
UniqueName77,,keine,,keine,
UniqueNameQop,,keine,,keine,
UniquePager,vermont-rent,seite,,keine,
UpperSaverCounty,,keine,,keine,
UserAlphaValid,vermont-rent,seite,,keine,
UserBridge302059,vermont-rent,seite,,keine,
UserBridge543388,vermont-rent,seite,,keine,
UserBridge871946,,keine,,keine,
UserTTT,,keine,,keine,
UserTemQ996,,keine,,keine,
UserTestABC,datausa-occupation-salary-61-62,stichwort,,keine,
UserValidTest,,keine,,keine,
ValidWikiUserAbc,,keine,,keine,
VariantsMan0,vermont-rent,seite,,keine,
VeteranHelperJul03,nyc-veterans,seite,Jul03,labelname,nyc-veterans|Jul03
VeteranHelperNov25B,nyc-veterans,seite,Nov25,labelname,nyc-veterans|Nov25
VeteranMay03,nyc-veterans,seite,May03,labelname,nyc-veterans|May03
VeteranNov25Early,datausa-construction-workforce,seite,Nov25,labelname,datausa-construction-workforce|Nov25
VeteranObserverFeb11,nyc-veterans,seite,Feb11,labelname,nyc-veterans|Feb11
VeteranResearcherMay,nyc-veterans,seite,May03,selbstnennung,nyc-veterans|May03
VeteranScoutFeb11C,nyc-veterans,seite,Feb11,labelname,nyc-veterans|Feb11
VeteranWatcherNov25,nyc-veterans,seite,Nov25,labelname,nyc-veterans|Nov25
WikiAgentMN,vermont-rent,seite,,keine,
WikiAgentMN0,,keine,,keine,
WikiGast,,keine,,keine,
WikiResearchAgent,,keine,,keine,
WikiUser,vermont-rent,seite,,keine,
WillGoogle,,keine,,keine,
WillOver2366,datausa-poverty-state,stichwort,,keine,
Win11FinalHelper,,keine,,keine,
WowUser,,keine,,keine,
WriterCamel,,keine,,keine,
XWikiUserABC,,keine,,keine,
XfooX,,keine,,keine,
XxxTestAgent,,keine,,keine,
ZZUniqueAgentJun18Citations,vermont-rent,seite,Jun18,labelname,vermont-rent|Jun18
ZeroHelperFinal,,keine,,keine,
[Admin1],vermont-rent,seite,,keine,
[Admin2],,keine,,keine,
[Admin2]302,,keine,,keine,
[Person10],datausa-poverty-state,stichwort,,keine,
[Person10]Data,,keine,,keine,
[Person11],,keine,,keine,
[Person12],,keine,,keine,
[Person13],,keine,,keine,
[Person17],vermont-rent,seite,,keine,
[Person18],,keine,,keine,
[Person19],,keine,,keine,
[Person20],datausa-cashiers-masters,seite,Jul05,signatur,datausa-cashiers-masters|Jul05
[Person21],vermont-rent,seite,,keine,
[Person22],,keine,,keine,
[Person24],,keine,,keine,
[Person7],,keine,,keine,
[Person8],vermont-rent,seite,,keine,
[User3],datausa-cashiers-bachelors,seite,,keine,
x,datausa-poverty-state,stichwort,,keine,
